"idno","district","gndr","agea","edu","wkhtot","income","stfdem","stfeco","trstprl","trstprt","trstplt","trstlgl","lrscale"
50245,"Distrikt 12","male",28,"ES-ISCED I",28,"5th decile",8,8,4,6,4,5,4
50246,"Distrikt 12","female",38,"ES-ISCED II",23,"5th decile",9,4,4,5,8,4,3
50247,"Distrikt 12","female",25,"ES-ISCED I",36,"3rd decile",5,5,5,3,6,3,5
50248,"Distrikt 12","male",NA,"ES-ISCED III",16,"7th decile",5,4,4,5,4,7,6
50249,"Distrikt 12","female",21,"ES-ISCED II",38,"4th decile",7,5,3,5,5,6,7
50250,"Distrikt 12","male",24,"ES-ISCED II",37,"7th decile",8,4,5,7,3,5,5
50251,"Distrikt 12","male",NA,"ES-ISCED I",51,"4th decile",6,6,2,2,3,6,4
50252,"Distrikt 12","female",17,"ES-ISCED II",29,"4th decile",1,0,2,6,5,3,2
50253,"Distrikt 12","male",30,"ES-ISCED I",18,"5th decile",4,3,7,4,5,5,6
50254,"Distrikt 12","male",27,"ES-ISCED I",33,"4th decile",9,8,2,7,5,8,4
50255,"Distrikt 12","male",26,"ES-ISCED II",35,"6th decile",3,3,3,5,7,5,4
50256,"Distrikt 12","male",30,NA,46,"3rd decile",4,6,4,4,5,7,4
50257,"Distrikt 12","female",33,"ES-ISCED II",49,"4th decile",4,4,4,4,6,4,5
50258,"Distrikt 12","female",43,"ES-ISCED I",35,"3rd decile",3,4,6,1,1,6,6
50259,"Distrikt 12","male",24,"ES-ISCED I",40,"3rd decile",3,3,0,4,5,5,2
50260,"Distrikt 12","female",40,"ES-ISCED I",33,"3rd decile",4,5,4,4,6,5,3
50261,"Distrikt 12","male",27,"ES-ISCED II",42,"5th decile",2,3,1,4,7,5,4
50262,"Distrikt 12","male",28,"ES-ISCED I",34,"4th decile",1,3,3,6,4,8,5
50263,"Distrikt 12","female",30,"ES-ISCED I",43,"2nd decile",4,3,3,4,3,4,2
50264,"Distrikt 12","male",19,"ES-ISCED I",42,"5th decile",3,4,8,6,6,9,1
50265,"Distrikt 12","male",24,"ES-ISCED II",24,"5th decile",2,1,3,5,6,2,5
50266,"Distrikt 12","female",17,"ES-ISCED II",21,"4th decile",3,3,3,4,6,4,4
50267,"Distrikt 12","male",35,NA,35,"3rd decile",4,5,4,6,7,4,0
50268,"Distrikt 12","male",30,"ES-ISCED I",28,"6th decile",3,3,3,3,4,5,6
50269,"Distrikt 12","male",41,"ES-ISCED I",19,"6th decile",4,5,2,2,4,3,2
50270,"Distrikt 12","male",NA,"ES-ISCED II",36,"5th decile",5,5,5,4,4,5,6
50271,"Distrikt 12","female",39,"ES-ISCED I",35,"3rd decile",4,4,1,7,6,7,2
50272,"Distrikt 12","female",34,"ES-ISCED II",42,"4th decile",4,5,6,3,4,4,6
50273,"Distrikt 12","male",32,"ES-ISCED I",25,"5th decile",2,1,3,2,6,3,6
50274,"Distrikt 12","female",38,NA,48,"1st decile",3,6,2,5,7,8,6
50275,"Distrikt 12","female",25,"ES-ISCED I",38,"2nd decile",1,2,2,5,4,3,2
50276,"Distrikt 12","male",34,"ES-ISCED I",40,"5th decile",3,3,2,4,6,7,4
50277,"Distrikt 12","female",28,"ES-ISCED II",38,"4th decile",4,6,1,1,2,5,7
50278,"Distrikt 12","female",26,"ES-ISCED I",38,"3rd decile",5,5,6,4,5,4,5
50279,"Distrikt 12","male",32,"ES-ISCED I",39,"5th decile",8,4,3,5,2,4,7
50280,"Distrikt 12","female",20,"ES-ISCED I",34,"3rd decile",2,3,1,3,2,3,2
50281,"Distrikt 12","male",50,NA,31,"5th decile",6,5,6,10,7,5,5
50282,"Distrikt 12","male",49,NA,32,"4th decile",0,1,4,3,5,5,4
50283,"Distrikt 12","female",19,"ES-ISCED II",59,"2nd decile",3,7,6,7,7,4,6
50284,"Distrikt 12","male",31,"ES-ISCED II",39,"6th decile",4,4,4,1,4,2,4
50285,"Distrikt 12","male",25,"ES-ISCED I",48,"5th decile",5,4,4,6,6,4,9
50286,"Distrikt 12","female",35,"ES-ISCED I",43,"1st decile",2,4,4,4,4,5,3
50287,"Distrikt 12","male",NA,"ES-ISCED II",38,"6th decile",6,6,4,3,0,5,1
50288,"Distrikt 12","male",22,"ES-ISCED I",34,"5th decile",3,4,2,6,7,4,3
50289,"Distrikt 12","female",41,"ES-ISCED II",38,"5th decile",6,7,NA,3,4,3,5
50290,"Distrikt 12","male",40,"ES-ISCED III",49,"7th decile",10,5,3,3,1,5,5
50291,"Distrikt 12","female",37,"ES-ISCED I",40,"3rd decile",4,5,7,8,6,8,4
50292,"Distrikt 12","male",22,"ES-ISCED II",46,"5th decile",2,4,6,5,3,7,6
50293,"Distrikt 12","male",31,NA,43,"3rd decile",2,4,6,6,4,5,2
50294,"Distrikt 12","female",NA,"ES-ISCED III",31,"5th decile",8,5,7,6,5,7,3
50295,"Distrikt 12","male",21,"ES-ISCED II",25,"6th decile",4,2,3,1,3,5,5
50296,"Distrikt 12","female",NA,NA,33,"1st decile",3,4,7,5,5,4,3
50297,"Distrikt 12","female",30,"ES-ISCED III",43,"5th decile",9,8,1,6,6,6,2
50298,"Distrikt 12","male",NA,"ES-ISCED II",31,"7th decile",5,6,4,8,7,5,3
50299,"Distrikt 12","male",43,NA,47,"5th decile",5,3,5,5,5,5,3
50300,"Distrikt 12","female",41,"ES-ISCED I",36,"1st decile",4,5,3,5,5,6,9
50301,"Distrikt 12","female",25,"ES-ISCED II",53,"2nd decile",5,6,3,5,4,4,2
50302,"Distrikt 12","female",43,"ES-ISCED III",33,"5th decile",5,2,2,1,0,6,4
50303,"Distrikt 12","male",NA,"ES-ISCED I",39,"4th decile",0,2,0,2,5,1,1
50304,"Distrikt 12","female",33,"ES-ISCED II",30,"4th decile",8,7,0,5,5,5,8
50305,"Distrikt 12","female",33,"ES-ISCED II",38,"4th decile",6,6,2,5,5,5,4
50306,"Distrikt 12","female",37,"ES-ISCED I",44,"3rd decile",5,5,3,9,4,5,7
50307,"Distrikt 12","female",29,"ES-ISCED II",45,"4th decile",NA,8,4,6,3,6,5
50308,"Distrikt 12","male",31,"ES-ISCED II",34,"7th decile",1,1,4,4,3,4,0
50309,"Distrikt 12","female",35,"ES-ISCED I",40,"4th decile",4,4,5,6,5,0,5
50310,"Distrikt 12","female",42,"ES-ISCED I",35,"3rd decile",4,3,4,5,1,8,2
50311,"Distrikt 12","male",40,"ES-ISCED I",46,"6th decile",6,8,3,9,7,4,7
50312,"Distrikt 12","female",25,"ES-ISCED III",55,"4th decile",4,4,1,3,3,8,2
50313,"Distrikt 12","male",42,"ES-ISCED I",34,"5th decile",6,5,4,4,2,5,6
50314,"Distrikt 12","female",29,"ES-ISCED I",45,"3rd decile",8,8,5,6,4,5,9
50315,"Distrikt 12","male",37,"ES-ISCED I",34,"6th decile",7,7,3,4,3,7,6
50316,"Distrikt 12","male",48,"ES-ISCED I",51,"4th decile",6,6,5,2,1,6,3
50317,"Distrikt 12","female",31,"ES-ISCED II",42,"3rd decile",8,7,7,9,8,7,3
50318,"Distrikt 12","male",62,NA,53,"1st decile",1,4,2,5,7,4,5
50319,"Distrikt 12","female",34,NA,47,"2nd decile",NA,2,6,9,NA,6,5
50320,"Distrikt 12","female",30,"ES-ISCED II",49,"4th decile",0,1,5,2,5,8,6
50321,"Distrikt 12","male",36,NA,43,"3rd decile",4,4,3,4,3,4,8
50322,"Distrikt 12","male",42,"ES-ISCED I",49,"5th decile",1,3,4,4,8,8,7
50323,"Distrikt 12","female",21,NA,29,"2nd decile",3,1,3,NA,5,5,3
50324,"Distrikt 12","male",32,NA,35,"3rd decile",2,1,4,8,5,9,5
50325,"Distrikt 12","female",34,"ES-ISCED III",29,"4th decile",2,2,3,3,6,3,7
50326,"Distrikt 12","male",40,NA,29,"4th decile",5,6,0,6,3,5,4
50327,"Distrikt 12","female",20,"ES-ISCED II",38,"3rd decile",6,6,3,4,3,4,4
50328,"Distrikt 12","male",36,"ES-ISCED I",29,"5th decile",10,5,6,4,8,9,2
50329,"Distrikt 12","male",16,NA,36,"3rd decile",5,4,6,4,4,3,6
50330,"Distrikt 12","female",41,"ES-ISCED I",39,"1st decile",1,2,3,6,6,5,6
50331,"Distrikt 12","male",23,NA,32,"4th decile",8,9,4,6,6,8,4
50332,"Distrikt 12","male",35,"ES-ISCED I",42,"4th decile",5,6,3,5,6,6,4
50333,"Distrikt 12","male",30,NA,24,"4th decile",3,2,6,3,3,4,7
50334,"Distrikt 12","female",39,"ES-ISCED II",40,"4th decile",6,3,4,3,6,4,5
50335,"Distrikt 12","female",22,"ES-ISCED I",30,"1st decile",5,3,7,7,6,8,5
50336,"Distrikt 12","female",22,"ES-ISCED II",41,"4th decile",7,5,6,8,4,7,2
50337,"Distrikt 12","female",25,"ES-ISCED I",50,"1st decile",6,6,7,6,3,3,1
50338,"Distrikt 12","male",23,"ES-ISCED I",54,"5th decile",5,6,5,5,3,6,6
50339,"Distrikt 12","female",33,NA,41,"1st decile",5,3,6,5,4,5,4
50340,"Distrikt 12","male",45,"ES-ISCED I",43,"4th decile",10,6,5,7,3,4,7
50341,"Distrikt 12","female",NA,"ES-ISCED II",42,"3rd decile",3,5,4,5,9,6,5
50342,"Distrikt 12","male",22,"ES-ISCED I",36,"5th decile",9,7,6,6,3,3,0
50343,"Distrikt 12","female",44,"ES-ISCED I",33,"4th decile",8,7,3,5,4,5,2
50344,"Distrikt 12","male",40,NA,38,"4th decile",7,6,5,2,6,3,6
50345,"Distrikt 12","female",21,"ES-ISCED III",30,"4th decile",3,3,1,5,4,3,6
50346,"Distrikt 12","male",19,"ES-ISCED I",27,"6th decile",6,6,6,7,6,7,0
50347,"Distrikt 12","female",29,"ES-ISCED II",40,"4th decile",6,6,7,5,4,6,5
50348,"Distrikt 12","female",NA,"ES-ISCED II",40,"4th decile",4,3,8,7,6,5,3
50349,"Distrikt 12","female",30,"ES-ISCED II",37,"3rd decile",3,3,5,4,4,8,4
50350,"Distrikt 12","female",35,"ES-ISCED II",54,"4th decile",5,4,0,3,0,1,0
50351,"Distrikt 12","female",28,"ES-ISCED II",32,"3rd decile",4,3,4,4,3,6,5
50352,"Distrikt 12","female",26,"ES-ISCED III",35,"4th decile",0,1,1,2,4,3,6
50353,"Distrikt 12","male",48,NA,44,"4th decile",6,6,2,5,6,4,3
50354,"Distrikt 12","female",38,"ES-ISCED II",31,"4th decile",5,3,4,6,2,4,6
50355,"Distrikt 12","male",48,NA,42,"4th decile",6,3,7,5,4,6,6
50356,"Distrikt 12","male",42,NA,33,"4th decile",0,3,9,8,7,5,6
50357,"Distrikt 12","female",NA,"ES-ISCED III",29,"6th decile",9,7,3,5,5,3,5
50358,"Distrikt 12","male",25,"ES-ISCED I",25,"5th decile",6,5,5,6,6,4,5
50359,"Distrikt 12","male",38,"ES-ISCED I",37,"5th decile",2,3,2,2,4,2,5
50360,"Distrikt 12","female",27,"ES-ISCED II",30,"4th decile",4,3,3,3,5,3,2
50361,"Distrikt 12","male",46,NA,42,"4th decile",8,5,1,3,8,5,4
50362,"Distrikt 12","female",38,"ES-ISCED II",34,"4th decile",5,5,7,7,6,5,4
50363,"Distrikt 12","female",31,"ES-ISCED I",44,"1st decile",2,3,6,6,6,2,4
50364,"Distrikt 12","female",36,"ES-ISCED II",24,"4th decile",4,4,5,4,5,5,4
50365,"Distrikt 12","male",NA,"ES-ISCED II",49,"5th decile",5,7,0,1,4,2,5
50366,"Distrikt 12","male",30,NA,31,"4th decile",3,5,4,4,6,4,1
50367,"Distrikt 12","female",18,"ES-ISCED III",47,"6th decile",8,6,1,4,5,4,1
50368,"Distrikt 12","female",23,"ES-ISCED III",40,"5th decile",8,5,4,3,4,8,4
50369,"Distrikt 12","male",16,"ES-ISCED II",45,"6th decile",5,6,4,4,7,6,1
50370,"Distrikt 12","male",NA,"ES-ISCED III",32,"6th decile",7,7,8,9,4,8,1
50371,"Distrikt 12","male",53,NA,46,"3rd decile",9,6,0,3,3,3,4
50372,"Distrikt 12","male",19,"ES-ISCED II",32,"7th decile",7,6,3,8,5,7,3
50373,"Distrikt 12","female",33,"ES-ISCED I",30,"2nd decile",2,2,7,6,8,7,5
50374,"Distrikt 12","male",38,NA,39,"3rd decile",2,3,4,4,4,4,4
50375,"Distrikt 12","female",35,"ES-ISCED II",42,"4th decile",2,3,3,4,6,4,6
50376,"Distrikt 12","female",NA,"ES-ISCED II",29,"3rd decile",0,4,5,6,3,3,4
50377,"Distrikt 12","female",49,"ES-ISCED I",28,"5th decile",7,6,4,5,6,5,5
50378,"Distrikt 12","male",38,"ES-ISCED I",41,"5th decile",2,1,2,5,4,6,6
50379,"Distrikt 12","male",30,"ES-ISCED I",32,"6th decile",2,5,3,4,4,6,8
50380,"Distrikt 12","male",43,NA,41,"4th decile",6,6,8,7,5,4,4
50381,"Distrikt 12","male",29,"ES-ISCED II",41,"6th decile",8,6,0,3,2,6,7
50382,"Distrikt 12","male",21,"ES-ISCED II",28,"6th decile",8,9,2,2,5,6,3
50383,"Distrikt 12","female",16,"ES-ISCED II",35,"4th decile",5,3,4,5,6,3,9
50384,"Distrikt 12","male",35,"ES-ISCED I",30,"5th decile",2,2,3,4,5,2,6
50385,"Distrikt 12","female",46,NA,34,"1st decile",3,2,8,9,4,7,1
50386,"Distrikt 12","female",NA,"ES-ISCED III",25,"4th decile",5,5,5,6,7,2,5
50387,"Distrikt 12","male",62,NA,42,"4th decile",5,4,1,8,6,9,4
50388,"Distrikt 12","male",41,"ES-ISCED I",30,"5th decile",6,6,5,5,5,7,6
50389,"Distrikt 12","male",34,"ES-ISCED II",35,"5th decile",4,4,3,4,4,5,6
50390,"Distrikt 12","female",50,NA,31,"1st decile",3,4,8,5,3,7,3
50391,"Distrikt 12","male",33,"ES-ISCED I",31,"5th decile",NA,2,1,4,2,2,5
50392,"Distrikt 12","female",24,"ES-ISCED II",34,"3rd decile",5,2,6,2,2,7,6
50393,"Distrikt 12","female",23,"ES-ISCED II",35,"4th decile",4,5,2,6,2,5,3
50394,"Distrikt 12","male",29,"ES-ISCED I",38,"4th decile",2,2,6,6,7,0,5
50395,"Distrikt 12","male",35,"ES-ISCED I",43,"4th decile",4,5,5,5,4,8,4
50396,"Distrikt 12","female",30,"ES-ISCED II",32,"4th decile",4,4,5,6,7,4,3
50397,"Distrikt 12","female",44,"ES-ISCED I",49,"2nd decile",4,2,0,5,2,3,10
50398,"Distrikt 12","male",42,NA,49,"3rd decile",2,6,5,4,1,6,4
50399,"Distrikt 12","male",24,"ES-ISCED I",16,"5th decile",4,3,3,5,4,4,5
50400,"Distrikt 12","male",34,NA,15,"5th decile",7,4,2,4,6,3,4
50401,"Distrikt 12","male",18,"ES-ISCED I",35,"5th decile",3,5,5,6,4,6,4
50402,"Distrikt 12","female",30,"ES-ISCED II",29,"3rd decile",7,4,0,2,7,5,3
50403,"Distrikt 12","female",22,"ES-ISCED II",23,"5th decile",5,5,5,7,6,8,5
50404,"Distrikt 12","female",38,NA,57,"1st decile",2,5,5,7,2,5,5
50405,"Distrikt 12","female",25,"ES-ISCED II",24,"4th decile",0,2,0,3,6,5,2
50406,"Distrikt 12","female",19,"ES-ISCED III",26,"6th decile",NA,NA,4,5,6,3,3
50407,"Distrikt 12","male",32,NA,31,"4th decile",2,6,2,2,3,4,7
50408,"Distrikt 12","male",27,"ES-ISCED I",27,"5th decile",4,4,4,3,3,7,1
50409,"Distrikt 12","male",59,"ES-ISCED I",43,"5th decile",5,4,0,3,4,5,4
50410,"Distrikt 12","female",23,"ES-ISCED III",33,"5th decile",7,6,1,5,2,5,2
50411,"Distrikt 12","female",27,"ES-ISCED I",37,"2nd decile",4,5,3,6,5,6,4
50412,"Distrikt 12","female",42,"ES-ISCED I",40,"3rd decile",7,5,0,4,5,6,6
50413,"Distrikt 12","female",42,NA,29,"2nd decile",5,8,2,5,6,8,4
50414,"Distrikt 12","female",18,"ES-ISCED II",23,"4th decile",0,2,7,6,4,8,4
50415,"Distrikt 12","male",29,"ES-ISCED II",46,"6th decile",9,7,3,3,3,1,5
50416,"Distrikt 12","female",45,"ES-ISCED I",39,"4th decile",4,8,5,7,8,5,7
50417,"Distrikt 12","male",24,"ES-ISCED II",35,"6th decile",4,3,4,6,5,5,5
50418,"Distrikt 12","female",48,"ES-ISCED I",38,"3rd decile",5,5,2,3,2,5,5
50419,"Distrikt 12","male",24,NA,37,"4th decile",2,4,8,5,4,4,3
50420,"Distrikt 12","male",22,"ES-ISCED II",24,"6th decile",7,5,4,2,4,5,4
50421,"Distrikt 12","male",18,"ES-ISCED I",29,"5th decile",3,4,4,5,3,3,3
50422,"Distrikt 12","female",46,"ES-ISCED I",35,"2nd decile",6,4,0,2,4,2,6
50423,"Distrikt 12","female",43,NA,48,"1st decile",7,9,6,4,7,2,5
50424,"Distrikt 12","female",41,NA,24,"1st decile",NA,1,1,2,6,2,5
50425,"Distrikt 12","female",36,NA,25,"1st decile",7,5,4,5,2,4,3
50426,"Distrikt 12","male",27,NA,33,"4th decile",5,6,2,3,5,3,3
50427,"Distrikt 12","female",52,"ES-ISCED I",42,"4th decile",5,5,2,3,4,2,9
50428,"Distrikt 12","female",22,"ES-ISCED I",33,"2nd decile",2,4,4,4,7,4,2
50429,"Distrikt 12","male",41,"ES-ISCED I",46,"6th decile",5,4,7,7,9,3,5
50430,"Distrikt 12","female",37,"ES-ISCED I",45,"3rd decile",1,5,4,4,4,3,3
50431,"Distrikt 12","female",25,"ES-ISCED II",27,"4th decile",6,4,1,5,4,4,6
50432,"Distrikt 12","female",30,"ES-ISCED II",38,"3rd decile",6,4,0,7,6,4,4
50433,"Distrikt 12","female",22,"ES-ISCED II",44,"4th decile",3,3,4,6,4,6,4
50434,"Distrikt 12","female",18,"ES-ISCED III",39,"5th decile",NA,9,4,4,4,6,6
50435,"Distrikt 12","male",29,"ES-ISCED I",36,"5th decile",6,7,8,5,6,7,5
50436,"Distrikt 12","female",26,"ES-ISCED I",36,"2nd decile",6,4,5,5,5,6,1
50437,"Distrikt 12","female",27,"ES-ISCED II",35,"4th decile",5,6,6,4,7,5,6
50438,"Distrikt 12","male",19,"ES-ISCED II",37,"6th decile",4,4,5,5,4,6,2
50439,"Distrikt 12","female",36,"ES-ISCED I",41,"2nd decile",6,6,4,8,6,5,6
50440,"Distrikt 12","female",32,"ES-ISCED I",31,"2nd decile",5,3,1,5,5,3,5
50441,"Distrikt 12","female",51,"ES-ISCED I",38,"2nd decile",0,0,1,6,7,3,6
50442,"Distrikt 12","male",36,NA,41,"3rd decile",1,2,2,5,5,7,7
50443,"Distrikt 12","male",NA,NA,40,"3rd decile",1,4,7,7,7,6,2
50444,"Distrikt 12","female",59,NA,25,"2nd decile",0,0,5,7,5,5,5
50445,"Distrikt 12","male",28,"ES-ISCED II",30,"7th decile",4,4,1,7,6,6,3
50446,"Distrikt 12","female",17,"ES-ISCED III",31,"4th decile",3,2,5,8,6,5,4
50447,"Distrikt 12","female",42,"ES-ISCED II",45,"3rd decile",4,5,0,2,4,5,5
50448,"Distrikt 12","female",NA,"ES-ISCED II",34,"3rd decile",2,2,4,4,8,5,3
50449,"Distrikt 12","male",35,NA,50,"3rd decile",2,2,1,4,6,6,5
50450,"Distrikt 12","male",17,"ES-ISCED III",41,"7th decile",6,5,7,4,4,6,7
50451,"Distrikt 12","female",20,"ES-ISCED II",43,"3rd decile",3,3,6,6,6,3,5
50452,"Distrikt 12","female",41,"ES-ISCED I",46,"4th decile",4,7,10,4,6,9,5
50453,"Distrikt 12","female",38,"ES-ISCED II",37,"5th decile",5,5,2,4,3,2,4
50454,"Distrikt 12","male",NA,"ES-ISCED II",46,"5th decile",3,5,4,6,4,7,1
50455,"Distrikt 12","female",29,"ES-ISCED I",39,"4th decile",5,6,4,5,5,2,3
50456,"Distrikt 12","female",62,NA,35,"2nd decile",0,2,NA,3,2,1,5
50457,"Distrikt 12","female",35,"ES-ISCED I",33,"3rd decile",6,4,5,5,0,5,6
50458,"Distrikt 12","male",27,"ES-ISCED I",31,"6th decile",3,5,0,0,2,2,6
50459,"Distrikt 12","female",43,"ES-ISCED I",48,"3rd decile",7,8,2,5,5,7,4
50460,"Distrikt 12","male",36,"ES-ISCED II",35,"4th decile",1,1,5,5,5,6,5
50461,"Distrikt 12","female",32,NA,45,"1st decile",4,3,5,7,7,5,4
50462,"Distrikt 12","female",30,"ES-ISCED II",38,"4th decile",3,2,1,6,4,2,8
50463,"Distrikt 12","female",37,NA,39,"2nd decile",8,8,0,3,3,3,5
50464,"Distrikt 12","female",41,"ES-ISCED I",29,"3rd decile",2,3,6,6,6,5,6
50465,"Distrikt 12","female",NA,"ES-ISCED II",30,"3rd decile",2,3,8,9,8,9,4
50466,"Distrikt 12","female",42,"ES-ISCED II",36,"4th decile",5,5,3,1,3,2,6
50467,"Distrikt 12","male",38,"ES-ISCED I",42,"5th decile",6,5,4,3,5,8,0
50468,"Distrikt 12","male",48,NA,34,"4th decile",3,2,3,7,4,8,7
50469,"Distrikt 12","female",22,"ES-ISCED III",39,"5th decile",8,8,1,4,6,8,1
50470,"Distrikt 12","male",29,NA,34,"3rd decile",5,5,6,4,1,5,4
50471,"Distrikt 12","female",23,"ES-ISCED III",38,"5th decile",2,5,6,7,6,7,3
50472,"Distrikt 12","female",45,"ES-ISCED I",33,"3rd decile",0,2,2,4,3,4,6
50473,"Distrikt 12","female",28,"ES-ISCED II",31,"3rd decile",5,5,8,5,7,5,4
50474,"Distrikt 12","female",29,"ES-ISCED II",33,"5th decile",6,6,5,5,3,5,6
50475,"Distrikt 12","female",38,"ES-ISCED II",35,"4th decile",4,3,2,5,4,8,5
50476,"Distrikt 12","male",19,"ES-ISCED III",37,"6th decile",2,3,4,4,6,4,3
50477,"Distrikt 12","male",23,"ES-ISCED II",36,"6th decile",5,5,3,6,4,2,5
50478,"Distrikt 12","male",41,"ES-ISCED II",35,"7th decile",3,4,4,2,3,8,8
50479,"Distrikt 12","female",30,"ES-ISCED II",55,"3rd decile",3,4,2,6,4,5,6
50480,"Distrikt 12","female",36,"ES-ISCED I",42,"2nd decile",5,6,4,5,4,6,3
50481,"Distrikt 12","female",28,"ES-ISCED II",39,"4th decile",5,6,6,5,5,7,5
50482,"Distrikt 12","male",17,"ES-ISCED II",42,"6th decile",5,5,6,6,4,5,4
50483,"Distrikt 12","male",41,NA,38,"4th decile",5,9,5,8,3,6,5
50484,"Distrikt 12","male",NA,"ES-ISCED II",32,"6th decile",6,6,6,5,6,4,6
50485,"Distrikt 12","male",25,"ES-ISCED II",35,"6th decile",1,2,3,2,1,2,5
50486,"Distrikt 12","female",23,"ES-ISCED I",30,"3rd decile",2,1,1,4,3,1,0
50487,"Distrikt 12","female",31,"ES-ISCED II",43,"3rd decile",7,3,5,7,6,4,4
50488,"Distrikt 12","female",NA,"ES-ISCED II",35,"3rd decile",3,3,7,3,3,4,6
50489,"Distrikt 12","female",21,"ES-ISCED II",40,"4th decile",8,8,1,4,0,4,6
50490,"Distrikt 12","female",20,"ES-ISCED III",26,"6th decile",6,4,4,6,5,8,2
50491,"Distrikt 12","female",NA,"ES-ISCED III",60,"4th decile",5,4,3,6,6,6,3
50492,"Distrikt 12","female",17,"ES-ISCED I",39,"2nd decile",2,1,4,2,3,7,0
50493,"Distrikt 12","female",29,NA,33,"1st decile",8,8,4,7,6,4,3
50494,"Distrikt 12","female",NA,"ES-ISCED II",62,"2nd decile",3,4,3,3,4,2,1
50495,"Distrikt 12","male",22,"ES-ISCED I",51,"5th decile",5,4,4,4,5,3,6
50496,"Distrikt 12","male",37,"ES-ISCED I",32,"6th decile",4,2,8,7,5,6,4
50497,"Distrikt 12","female",18,"ES-ISCED II",54,"3rd decile",5,5,2,4,7,4,6
50498,"Distrikt 12","male",57,NA,32,"4th decile",2,4,7,5,6,5,6
50499,"Distrikt 12","female",38,"ES-ISCED II",42,"4th decile",1,2,3,4,5,3,3
50500,"Distrikt 12","female",29,"ES-ISCED II",26,"4th decile",0,1,2,4,3,4,4
50501,"Distrikt 12","male",31,"ES-ISCED I",38,"5th decile",1,3,7,5,7,4,5
50502,"Distrikt 12","female",19,"ES-ISCED II",47,"3rd decile",0,0,5,6,2,6,4
50503,"Distrikt 12","female",27,"ES-ISCED I",33,"3rd decile",6,5,6,5,3,4,7
50504,"Distrikt 12","female",38,NA,43,"1st decile",4,2,5,5,7,6,3
50505,"Distrikt 12","male",31,NA,53,"4th decile",0,0,7,6,7,4,2
50506,"Distrikt 12","male",37,"ES-ISCED I",30,"4th decile",3,2,3,3,3,6,3
50507,"Distrikt 12","female",21,"ES-ISCED III",24,"5th decile",1,1,4,2,3,7,6
50508,"Distrikt 12","male",55,NA,35,"3rd decile",6,5,6,6,2,5,3
50509,"Distrikt 12","female",34,"ES-ISCED III",43,"5th decile",5,3,2,3,7,5,3
50510,"Distrikt 12","male",24,"ES-ISCED II",31,"6th decile",7,5,5,3,6,5,3
50511,"Distrikt 12","male",45,"ES-ISCED I",30,"4th decile",1,1,2,5,5,8,7
50512,"Distrikt 12","female",NA,"ES-ISCED II",38,"4th decile",6,3,6,6,4,6,2
50513,"Distrikt 12","male",36,"ES-ISCED I",47,"6th decile",10,8,5,6,3,8,5
50514,"Distrikt 12","male",26,"ES-ISCED I",44,"5th decile",2,4,4,2,6,5,3
50515,"Distrikt 12","female",45,"ES-ISCED II",39,"4th decile",4,5,2,2,4,4,5
50516,"Distrikt 12","male",20,"ES-ISCED II",46,"6th decile",3,5,4,3,1,8,4
50517,"Distrikt 12","male",38,NA,34,"5th decile",7,8,2,1,3,4,6
50518,"Distrikt 12","male",29,"ES-ISCED II",34,"6th decile",2,3,2,6,3,4,8
50519,"Distrikt 12","female",NA,"ES-ISCED III",48,"4th decile",3,4,0,6,9,3,3
50520,"Distrikt 12","female",30,"ES-ISCED II",40,"4th decile",5,5,2,2,6,5,4
50521,"Distrikt 12","male",58,NA,38,"4th decile",7,6,4,1,5,5,7
50522,"Distrikt 12","male",28,"ES-ISCED I",40,"5th decile",5,4,5,5,8,4,4
50523,"Distrikt 12","male",25,"ES-ISCED I",39,"4th decile",3,5,2,1,6,2,7
50524,"Distrikt 12","female",20,"ES-ISCED II",24,"4th decile",2,3,6,4,7,5,5
50525,"Distrikt 12","female",26,"ES-ISCED I",48,"2nd decile",3,4,5,4,4,4,8
50526,"Distrikt 12","female",26,"ES-ISCED I",29,"3rd decile",7,7,3,3,7,5,5
50527,"Distrikt 12","female",19,"ES-ISCED II",35,"4th decile",2,3,3,5,3,5,4
50528,"Distrikt 12","male",38,"ES-ISCED I",29,"5th decile",4,3,1,3,2,4,8
50529,"Distrikt 12","female",22,"ES-ISCED I",47,"1st decile",3,6,4,6,8,6,5
50530,"Distrikt 12","female",44,NA,40,"2nd decile",4,6,7,6,5,5,7
50531,"Distrikt 12","male",23,"ES-ISCED II",17,"6th decile",6,5,3,3,5,8,4
50532,"Distrikt 12","male",NA,"ES-ISCED II",35,"5th decile",3,5,6,3,4,3,5
50533,"Distrikt 12","female",18,"ES-ISCED II",50,"3rd decile",4,4,9,6,6,6,4
50534,"Distrikt 12","male",25,"ES-ISCED I",42,"6th decile",3,5,3,2,6,2,5
50535,"Distrikt 12","female",52,"ES-ISCED I",38,"5th decile",7,5,2,4,3,5,4
50536,"Distrikt 12","male",39,NA,33,"3rd decile",1,3,7,7,6,6,3
50537,"Distrikt 12","female",35,"ES-ISCED II",34,"5th decile",8,5,5,5,9,7,4
50538,"Distrikt 12","male",42,NA,57,"3rd decile",2,4,3,3,3,5,4
50539,"Distrikt 12","male",NA,"ES-ISCED II",33,"6th decile",6,5,6,6,2,7,8
50540,"Distrikt 12","female",44,"ES-ISCED I",49,"3rd decile",4,6,0,4,6,6,5
